,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,trending,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,dependent_project_count,github_dependent_project_count,labels,updated_github_id,gitlab_id,gitlab_url
175,dix,bloxx12/dix,A blazingly fast tool to diff Nix related things.,command-line-tools,https://github.com/faukah/dix,https://github.com/faukah/dix,GPL-3.0,2025-05-04 12:13:11,2026-01-11 12:30:15,2026-01-11 12:29:26,179.0,14.0,5.0,2.0,37.0,2.0,10.0,212,13,True,2,,2026-01-08 19:53:28,1.4.0,,,10.0,7.0,2.0,2.0,,faukah/dix,,
176,ghc.nix,alpmestan/ghc.nix,Nix (shell) expression for working on GHC.,programming-languages,https://github.com/alpmestan/ghc.nix,https://github.com/alpmestan/ghc.nix,BSD-3-Clause,2018-04-18 19:54:21,2026-01-11 01:40:21,2024-06-10 15:01:25,271.0,,51.0,13.0,135.0,27.0,29.0,147,13,False,2,,,,,,,29.0,,,['haskell'],,,
177,hydra-check,nix-community/hydra-check,Check hydra for the build status of a package.,command-line-tools,https://github.com/nix-community/hydra-check,https://github.com/nix-community/hydra-check,MIT,2020-03-05 18:26:56,2026-01-07 05:40:11,2026-01-06 08:48:10,167.0,18.0,11.0,2.0,75.0,,15.0,125,13,True,2,,2026-01-07 05:40:11,2.0.5,,,11.0,10.0,,,,,,
178,bombon,nikstur/bombon,Nix CycloneDX Software Bills of Materials (SBOMs).,security,https://github.com/nikstur/bombon,https://github.com/nikstur/bombon,MIT,2022-08-18 23:06:53,2026-01-02 04:45:45,2025-12-03 09:18:12,436.0,7.0,12.0,3.0,160.0,12.0,16.0,123,13,True,2,,2025-10-09 16:53:17,0.4.0,,,4.0,9.0,,,,,,
179,nix-unit,nix-community/nix-unit,Unit testing for Nix code.,development,https://github.com/nix-community/nix-unit,https://github.com/nix-community/nix-unit,GPL-3.0,2023-07-21 05:23:06,2025-12-03 19:00:06,2025-11-10 11:29:46,639.0,11.0,14.0,2.0,263.0,7.0,12.0,113,13,True,3,,2025-08-12 07:35:02,2.30.0,,,4.0,22.0,,,,,,
180,angrr,linyinfeng/angrr,Auto Nix GC Roots Retention. This tool simply deletes auto GC roots based on the modified time of their symbolic link..,command-line-tools,https://github.com/linyinfeng/angrr,https://github.com/linyinfeng/angrr,MIT,2024-03-15 02:58:43,2026-01-09 16:25:29,2026-01-09 16:21:33,649.0,125.0,2.0,2.0,32.0,5.0,6.0,105,13,True,2,,2026-01-01 04:17:49,0.2.3,,,9.0,4.0,,,,,,
181,nix-super,privatevoid-net/nix-super,A fork of the Nix package manager.,development,https://github.com/privatevoid-net/nix-super,https://github.com/privatevoid-net/nix-super,LGPL-2.1,2022-08-25 22:06:01,2025-12-10 23:56:39,2025-12-10 23:56:11,22422.0,799.0,2.0,2.0,16.0,2.0,2.0,88,13,True,3,,,,,,,870.0,,,,,,
182,nix-phps,fossar/nix-phps,Flake containing old and unmaintained PHP versions (intended for CI use).,programming-languages,https://github.com/fossar/nix-phps,https://github.com/fossar/nix-phps,MIT,2021-01-09 21:40:06,2026-01-11 04:03:52,2025-12-28 15:27:52,466.0,10.0,24.0,3.0,457.0,5.0,27.0,80,13,True,2,,,,,,,17.0,,,['php'],,,
183,flake-edit,a-kenji/flake-edit,Edit your flake inputs with ease.,development,https://github.com/a-kenji/flake-edit,https://github.com/a-kenji/flake-edit,MIT,2023-10-06 21:58:29,2026-01-12 00:13:03,2026-01-11 23:58:48,970.0,94.0,1.0,1.0,356.0,19.0,19.0,47,13,True,3,,2026-01-11 12:56:13,0.3.0,,,3.0,4.0,,,,,,
184,haskell-nix,Gabriella439/haskell-nix,Nix and Haskell in production.,programming-languages,https://github.com/Gabriella439/haskell-nix,https://github.com/Gabriella439/haskell-nix,,2017-01-02 18:59:50,2023-09-22 15:53:46,2023-09-22 15:53:46,82.0,,111.0,31.0,35.0,26.0,38.0,1170,12,False,3,,,,,,,23.0,,,['haskell'],,,
185,tvix,tvlfyi/tvix,Tvix - A Rust implementation of Nix.,programming-languages,https://github.com/tvlfyi/tvix,https://github.com/tvlfyi/tvix,GPL-3.0,2023-02-01 16:57:15,2026-01-06 14:45:33,2026-01-06 14:31:46,3220.0,9.0,16.0,18.0,3.0,,,961,12,True,3,,,,,,,51.0,,,['rust'],,,
186,NixOps4,nixops4/nixops4,Deploy with Nix and manage resources declaratively.,deployment-tools,https://github.com/nixops4/nixops4,https://github.com/nixops4/nixops4,LGPL-2.1,2024-03-18 14:07:58,2026-01-11 20:39:55,2026-01-10 00:12:43,454.0,30.0,16.0,30.0,98.0,12.0,11.0,778,12,True,3,,,,,,,8.0,,,,,,
187,nix-alien,thiagokokada/nix-alien,Run unpatched binaries on Nix/NixOS easily.,command-line-tools,https://github.com/thiagokokada/nix-alien,https://github.com/thiagokokada/nix-alien,MIT,2021-10-27 00:26:44,2025-12-16 03:26:01,2025-12-16 03:25:59,413.0,6.0,12.0,4.0,110.0,1.0,37.0,742,12,True,2,,,,,,,10.0,,,,,,
188,RFCs,NixOS/rfcs,The Nix community RFCs.,learning,https://github.com/NixOS/rfcs,https://github.com/NixOS/rfcs,CC-BY-SA-4.0,2017-02-11 15:41:27,2025-05-26 15:49:46,2025-05-26 15:49:41,76.0,,141.0,133.0,191.0,,,619,12,True,2,,,,,,,39.0,,,,,,
189,Home Manager Option Search,mipmip/home-manager-option-search,Search through all 2000+ Home Manager options and read how to use them.,discovery,https://github.com/ekstranix/home-manager-option-search,https://github.com/ekstranix/home-manager-option-search,Apache-2.0,2022-01-04 22:27:08,2025-12-30 04:48:33,2025-12-01 11:02:49,151.0,2.0,19.0,,23.0,14.0,21.0,370,12,True,2,,2023-12-12 22:53:06,1.4,,,4.0,15.0,,,,ekstranix/home-manager-option-search,,
190,nix-security-box,fabaff/nix-security-box,Tool set for Information security professionals and all others.,security,https://github.com/fabaff/nix-security-box,https://github.com/fabaff/nix-security-box,MIT,2020-12-22 22:36:28,2026-01-11 11:29:16,2026-01-11 11:29:16,694.0,26.0,26.0,8.0,4.0,2.0,2.0,369,12,True,2,,,,,,,,,,,,,
191,nix-mode,NixOS/nix-mode,An Emacs major mode for editing Nix expressions.,editors-and-ides,https://github.com/NixOS/nix-mode,https://github.com/NixOS/nix-mode,LGPL-2.1,2016-08-17 20:46:39,2024-06-25 16:56:44,2023-04-21 20:36:55,564.0,,75.0,15.0,114.0,37.0,57.0,330,12,False,3,,,,,,,39.0,,,,,,
192,nixpkgs-hammering,jtojnar/nixpkgs-hammering,An opinionated linter for Nixpkgs package expressions.,command-line-tools,https://github.com/jtojnar/nixpkgs-hammering,https://github.com/jtojnar/nixpkgs-hammering,MIT,2020-04-26 04:27:10,2025-11-24 19:07:20,2025-09-10 23:35:19,222.0,,19.0,6.0,101.0,49.0,38.0,322,12,True,2,,,,,,,14.0,,,,,,
193,styx,styx-static/styx,Static site generator in Nix expression language.,development,https://github.com/styx-static/styx,https://github.com/styx-static/styx,MIT,2016-10-02 22:24:18,2023-01-13 16:06:57,2023-01-13 16:06:53,338.0,,25.0,11.0,51.0,15.0,35.0,234,12,False,3,,,,,,,13.0,,,,,,
194,nixpkgs-python,cachix/nixpkgs-python,"All Python versions, kept up-to-date on hourly basis using Nix.",programming-languages,https://github.com/cachix/nixpkgs-python,https://github.com/cachix/nixpkgs-python,Apache-2.0,2023-05-29 13:12:25,2025-12-31 17:28:40,2025-12-06 20:24:16,258.0,15.0,19.0,3.0,83.0,9.0,14.0,221,12,True,3,,,,,,,15.0,,,['python'],,,
195,Nix Templates,jonringer/nix-template,Collection of Nix templates for different types of projects.,learning,https://github.com/jonringer/nix-template,https://github.com/jonringer/nix-template,CC0-1.0,2020-07-17 00:41:15,2024-11-20 19:15:33,2024-11-20 19:15:29,149.0,,8.0,8.0,22.0,9.0,26.0,218,12,False,2,,2022-12-17 17:56:21,0.4.1,,,9.0,6.0,,,,,,
196,Bundix,nix-community/bundix,Generates a Nix expression for your Bundler-managed application.,programming-languages,https://github.com/nix-community/bundix,https://github.com/nix-community/bundix,,2016-01-24 20:36:56,2024-07-01 18:19:19,2023-11-08 07:54:39,118.0,,55.0,3.0,57.0,38.0,26.0,179,12,False,3,,2021-04-01 08:26:58,2.5.1,,,5.0,18.0,3.0,3.0,['ruby'],,,
197,nix-shell,loophp/nix-shell,Nix shells for PHP development.,programming-languages,https://github.com/loophp/nix-shell,https://github.com/loophp/nix-shell,MIT,2021-06-20 06:59:35,2025-12-27 14:34:00,2025-12-27 14:33:52,669.0,19.0,14.0,4.0,279.0,3.0,12.0,175,12,True,3,,,,,,,9.0,,,['php'],,,
198,nixos-facter-modules,nix-community/nixos-facter-modules,A series of NixOS modules to be used in conjunction with nixos-facter.,nixos-modules,https://github.com/nix-community/nixos-facter-modules,https://github.com/nix-community/nixos-facter-modules,MIT,2024-07-25 10:32:17,2025-12-24 06:36:33,2025-12-24 06:35:41,202.0,26.0,19.0,8.0,72.0,16.0,14.0,175,12,True,3,,,,,,,16.0,,,,,,
199,dns.nix,nix-community/dns.nix,A Nix DSL for DNS zone files.,nixos-modules,https://github.com/nix-community/dns.nix,https://github.com/nix-community/dns.nix,MPL-2.0,2019-03-08 17:27:59,2026-01-11 15:04:14,2026-01-11 15:04:14,104.0,1.0,29.0,5.0,32.0,10.0,9.0,173,12,True,3,,2021-10-26 18:34:12,1.1.2,,,4.0,15.0,,,,,,
200,nixos-rk3588,ryan4yin/nixos-rk3588,"Minimal NixOS running on RK3588/RK3588s based SBC(Orange Pi 5 Plus, Orange Pi 5, Rock 5A, etc).",distributions,https://github.com/ryan4yin/nixos-rk3588,https://github.com/ryan4yin/nixos-rk3588,MIT,2023-06-02 03:05:44,2025-06-02 15:58:26,2025-06-02 15:58:19,121.0,,30.0,9.0,35.0,12.0,24.0,168,12,True,2,,2024-03-24 10:25:24,2024032400,493.0,17.0,2.0,10.0,,,,,,
201,nixpkgs-lint,nix-community/nixpkgs-lint,A fast semantic linter for Nix using tree-sitter.,command-line-tools,https://github.com/nix-community/nixpkgs-lint,https://github.com/nix-community/nixpkgs-lint,MIT,2022-03-31 03:02:17,2025-11-27 17:08:59,2025-11-27 17:08:51,134.0,3.0,8.0,4.0,27.0,3.0,6.0,163,12,True,2,,2023-06-02 21:31:33,0.3.0,,,3.0,6.0,,,,,,
202,nixcasks,jcszymansk/nixcasks,"Homebrew casks, nixified.",overlays,https://github.com/jcszymansk/nixcasks,https://github.com/jcszymansk/nixcasks,MIT,2023-07-24 21:17:33,2026-01-11 21:40:29,2026-01-11 21:40:28,990.0,92.0,4.0,3.0,7.0,5.0,7.0,90,12,True,3,,,,,,,5.0,,,,,,
203,purs-nix,purs-nix/purs-nix,CLI and library combo designed for managing PureScript projects using Nix.,programming-languages,https://github.com/purs-nix/purs-nix,https://github.com/purs-nix/purs-nix,MIT,2021-02-25 04:10:19,2026-01-07 19:46:07,2026-01-07 19:44:22,612.0,23.0,28.0,2.0,21.0,5.0,33.0,78,12,True,3,,,,,,,7.0,,,,,,
204,amis,NixOS/amis,Home for NixOS AMI automation.,devops,https://github.com/NixOS/amis,https://github.com/NixOS/amis,MIT,2023-11-24 12:54:23,2026-01-08 20:28:32,2025-12-08 06:05:48,300.0,12.0,16.0,3.0,291.0,14.0,28.0,74,12,True,2,,,,,,,13.0,,,,,,
205,lon,nikstur/lon,Lock & update Nix dependencies.,command-line-tools,https://github.com/nikstur/lon,https://github.com/nikstur/lon,MIT,2024-08-09 17:21:27,2025-12-01 22:05:39,2025-12-01 22:05:38,145.0,17.0,4.0,3.0,49.0,4.0,5.0,69,12,True,2,,2025-06-16 12:45:52,0.8.0,,,8.0,5.0,,,,,,
206,krewfile,brumhard/krewfile,Declarative krew plugin management.,devops,https://github.com/brumhard/krewfile,https://github.com/brumhard/krewfile,MIT,2022-09-12 11:08:54,2025-12-29 10:07:57,2025-12-29 10:07:34,42.0,4.0,5.0,1.0,11.0,,7.0,42,12,True,2,,2025-12-29 10:26:51,0.7.0,1159.0,28.0,12.0,7.0,,,,,,
207,nix-tree,utdemir/nix-tree,Interactively browse the dependency graph of Nix derivations.,command-line-tools,https://github.com/utdemir/nix-tree,https://github.com/utdemir/nix-tree,BSD-3-Clause,2020-06-24 22:41:51,2026-01-06 09:13:22,2026-01-06 09:13:22,241.0,2.0,18.0,5.0,79.0,15.0,39.0,958,11,True,2,,,,,,,14.0,,,,,,
208,not-os,cleverca22/not-os,"An operating system generator, based on NixOS, that outputs a small read-only squashfs for a runit-based operating..",distributions,https://github.com/cleverca22/not-os,https://github.com/cleverca22/not-os,MIT,2016-06-03 05:40:23,2025-01-12 16:03:40,2025-01-12 16:03:38,98.0,,39.0,36.0,24.0,6.0,4.0,950,11,True,3,,,,,,,5.0,,,,,,
209,deadnix,astro/deadnix,Scan Nix files for dead code.,command-line-tools,https://github.com/astro/deadnix,https://github.com/astro/deadnix,GPL-3.0,2021-12-05 23:06:43,2025-12-15 18:02:07,2025-11-25 23:49:03,299.0,7.0,20.0,2.0,85.0,3.0,24.0,703,11,True,2,,,,,,,18.0,7.0,7.0,,,,
210,nixos-in-production,Gabriella439/nixos-in-production,"Source files for the book NixOS in Production, a practical guide for using NixOS in professional environments.",learning,https://github.com/Gabriella439/nixos-in-production,https://github.com/Gabriella439/nixos-in-production,,2022-09-09 01:41:56,2024-10-06 12:50:20,2024-10-06 12:49:49,127.0,,27.0,29.0,5.0,6.0,21.0,623,11,False,3,,2024-09-23 06:00:28,0.10,,,10.0,6.0,,,,,,
211,nix-colors,Misterio77/nix-colors,Modules and schemes to make theming with Nix awesome.,theming,https://github.com/Misterio77/nix-colors,https://github.com/Misterio77/nix-colors,GPL-3.0,2021-10-01 19:43:28,2024-05-23 18:39:21,2024-02-13 11:51:18,97.0,,44.0,6.0,28.0,16.0,20.0,577,11,False,3,,2023-04-21 20:19:53,4.0.0,,,4.0,12.0,,,,,,
212,nixos-vscode-server,nix-community/nixos-vscode-server,Visual Studio Code Server support in NixOS.,development,https://github.com/nix-community/nixos-vscode-server,https://github.com/nix-community/nixos-vscode-server,MIT,2020-04-02 12:49:32,2025-07-26 14:57:06,2025-07-26 14:57:06,91.0,,81.0,9.0,40.0,13.0,46.0,524,11,True,3,,,,,,,19.0,,,,,,
213,Standard,divnix/std,"An opinionated Nix Flakes framework to keep Nix code in large projects organized, accompanied by a friendly CLI/TUI..",devops,https://github.com/divnix/std,https://github.com/divnix/std,,2021-11-14 10:56:16,2025-08-25 16:03:19,2025-08-17 20:42:10,813.0,,48.0,13.0,248.0,40.0,129.0,478,11,True,3,,,,,,,43.0,,,,,,
214,ragenix,yaxitech/ragenix,age-encrypted secrets for NixOS; drop-in replacement for agenix.,security,https://github.com/yaxitech/ragenix,https://github.com/yaxitech/ragenix,Apache-2.0,2021-05-07 22:41:54,2026-01-06 18:21:34,2025-10-30 14:01:53,169.0,2.0,21.0,6.0,146.0,12.0,6.0,421,11,True,2,,,,,,,14.0,,,,,,
215,terraform-nixos,nix-community/terraform-nixos,A set of Terraform modules designed to deploy NixOS.,deployment-tools,https://github.com/nix-community/terraform-nixos,https://github.com/nix-community/terraform-nixos,Apache-2.0,2018-12-05 17:07:26,2024-08-04 10:19:37,2021-08-26 20:33:37,76.0,,60.0,35.0,54.0,23.0,10.0,398,11,False,3,,,,,,,16.0,,,,,,
216,haumea,nix-community/haumea,"Filesystem-based module system for the Nix language similar to traditional programming languages, with support for..",development,https://github.com/nix-community/haumea,https://github.com/nix-community/haumea,MPL-2.0,2023-04-01 00:50:18,2024-06-05 05:11:22,2024-02-19 20:38:18,93.0,,9.0,5.0,38.0,10.0,4.0,376,11,False,3,,2023-05-26 20:34:06,0.2.2,,,5.0,4.0,,,,,,
217,trustix,nix-community/trustix,Distributed trust and reproducibility tracking for binary caches.,security,https://github.com/nix-community/trustix,https://github.com/nix-community/trustix,,2020-12-03 15:30:40,2024-08-15 14:03:26,2024-08-14 20:49:19,1208.0,,21.0,7.0,353.0,36.0,24.0,355,11,False,2,,,,,,,17.0,,,,,,
218,any-nix-shell,haslersn/any-nix-shell,fish and zsh support for the nix run and nix-shell environments of the Nix package manager.,development,https://github.com/haslersn/any-nix-shell,https://github.com/haslersn/any-nix-shell,MIT,2018-09-10 16:36:27,2024-09-01 22:49:17,2024-09-01 22:49:17,51.0,,16.0,8.0,18.0,6.0,16.0,326,11,False,3,,2024-07-23 16:03:52,2.0.1,,,7.0,10.0,,,,,,
219,gitignore.nix,hercules-ci/gitignore.nix,The most feature-complete and easy-to-use `.gitignore` integration.,development,https://github.com/hercules-ci/gitignore.nix,https://github.com/hercules-ci/gitignore.nix,Unlicense,2019-05-12 11:51:55,2025-11-10 20:53:46,2025-11-10 20:53:45,107.0,4.0,22.0,9.0,35.0,23.0,12.0,279,11,True,3,,,,,,,13.0,,,,,,
220,extra-container,erikarvstedt/extra-container,Run declarative NixOS containers from the command line.,virtualisation,https://github.com/erikarvstedt/extra-container,https://github.com/erikarvstedt/extra-container,MIT,2018-07-14 13:32:14,2026-01-10 20:57:00,2025-12-19 14:48:47,155.0,2.0,19.0,10.0,7.0,2.0,29.0,271,11,True,3,,,,,,,3.0,,,,,,
221,nixos-avf,nix-community/nixos-avf,NixOS for Android Terminal (Android Virtualization Framework).,distributions,https://github.com/nix-community/nixos-avf,https://github.com/nix-community/nixos-avf,GPL-3.0,2025-03-24 22:04:05,2025-12-14 18:23:41,2025-11-16 19:44:17,121.0,3.0,15.0,6.0,8.0,7.0,8.0,245,11,True,3,,2025-11-26 01:53:27,nixos-25.11,77.0,7.0,4.0,3.0,,,['android'],,,
222,nixos-docker-sd-image-builder,Robertof/nixos-docker-sd-image-builder,Build custom SD images of NixOS for your Raspberry Pi (or any other supported AArch64 device) in 5-20 minutes.,installation-media,https://github.com/Robertof/nixos-docker-sd-image-builder,https://github.com/Robertof/nixos-docker-sd-image-builder,MIT,2020-05-04 23:32:19,2024-05-27 17:16:26,2024-05-27 17:16:26,73.0,,34.0,7.0,7.0,5.0,22.0,226,11,False,3,,,,,,,7.0,,,,,,
223,nix-your-shell,MercuryTechnologies/nix-your-shell,A nix and nix-shell wrapper for shells other than bash.,command-line-tools,https://github.com/MercuryTechnologies/nix-your-shell,https://github.com/MercuryTechnologies/nix-your-shell,MIT,2023-02-09 22:45:07,2025-10-28 00:18:20,2025-10-28 00:18:20,79.0,1.0,21.0,11.0,72.0,6.0,14.0,225,11,True,2,,2024-09-24 17:23:11,1.4.6,256.0,7.0,15.0,11.0,1.0,1.0,,,,
224,nix-search-cli,peterldowns/nix-search-cli,CLI for searching packages on search.nixos.org.,discovery,https://github.com/peterldowns/nix-search-cli,https://github.com/peterldowns/nix-search-cli,MIT,2023-02-19 19:14:30,2025-11-03 16:36:04,2025-11-03 16:35:37,82.0,1.0,8.0,2.0,8.0,3.0,15.0,206,11,True,2,,2025-11-03 16:36:04,0.3+commit.ab0d515,823.0,23.0,34.0,2.0,6.0,6.0,,,,
225,nixsa,noamraph/nixsa,A Nix Standalone Environment.,installation-media,https://github.com/noamraph/nixsa,https://github.com/noamraph/nixsa,LGPL-2.1,2024-08-05 19:57:39,2026-01-01 08:08:25,2025-04-01 21:30:56,69.0,,4.0,2.0,21.0,4.0,9.0,189,11,True,3,,2024-11-17 20:35:16,0.2.0,461.0,27.0,6.0,4.0,,,,,,
226,nix-search-tv,3timeslazy/nix-search-tv,"CLI fuzzy finder for packages and options from Nixpkgs, Home Manager, and more.",discovery,https://github.com/3timeslazy/nix-search-tv,https://github.com/3timeslazy/nix-search-tv,GPL-3.0,2025-01-29 09:30:56,2026-01-09 01:48:31,2026-01-09 01:41:42,140.0,4.0,5.0,,3.0,1.0,13.0,185,11,True,2,,2026-01-09 01:48:31,2.2.4,,,16.0,2.0,,,,,,
227,rippkgs,replit/rippkgs,A CLI for indexing and searching packages in Nix expressions.,discovery,https://github.com/replit/rippkgs,https://github.com/replit/rippkgs,MIT,2024-02-08 16:38:09,2025-05-17 04:12:44,2025-05-17 04:12:43,53.0,,5.0,20.0,35.0,6.0,4.0,160,11,True,2,,2025-02-11 22:56:58,1.2.0,,,5.0,4.0,,,,,,
228,ruby-nix,inscapist/ruby-nix,Generates reproducible ruby/bundler app environment with Nix.,programming-languages,https://github.com/inscapist/ruby-nix,https://github.com/inscapist/ruby-nix,MIT,2022-12-20 08:37:50,2025-08-13 04:24:12,2025-08-13 04:24:12,145.0,,17.0,6.0,45.0,4.0,17.0,149,11,True,3,,2024-09-07 03:26:11,0.2.2,,,8.0,6.0,,,['ruby'],,,
229,NüschtOS Search,NuschtOS/search,Simple and fast static-page NixOS option search.,discovery,https://github.com/NuschtOS/search,https://github.com/NuschtOS/search,MIT,2024-06-23 20:04:47,2026-01-10 23:05:21,2025-10-29 09:40:56,262.0,5.0,10.0,4.0,236.0,21.0,30.0,134,11,True,2,,,,,,,13.0,,,,,,
230,zmk-nix,lilyinstarlight/zmk-nix,Build system and configuration files for generating and building ZMK firmware with Nix.,development,https://github.com/lilyinstarlight/zmk-nix,https://github.com/lilyinstarlight/zmk-nix,MIT,2023-11-27 21:50:04,2026-01-11 00:47:20,2026-01-11 00:46:45,321.0,22.0,25.0,2.0,242.0,6.0,5.0,122,11,True,3,,,,,,,9.0,,,,,,
231,userborn,nikstur/userborn,Declaratively bear (manage) Linux users and groups.,nixos-modules,https://github.com/nikstur/userborn,https://github.com/nikstur/userborn,MIT,2024-07-22 19:33:25,2025-12-01 21:21:17,2025-12-01 21:21:15,80.0,3.0,5.0,4.0,26.0,4.0,7.0,117,11,True,3,,2025-03-16 16:15:43,0.4.0,,,4.0,7.0,,,,,,
232,zon2nix,nix-community/zon2nix,Convert the dependencies in `build.zig.zon` to a Nix expression.,programming-languages,https://github.com/nix-community/zon2nix,https://github.com/nix-community/zon2nix,MPL-2.0,2023-08-08 19:18:56,2026-01-04 03:11:56,2026-01-04 03:05:17,88.0,8.0,18.0,3.0,43.0,7.0,9.0,106,11,True,3,,2023-09-03 23:31:23,0.1.2,,,3.0,8.0,,,,,,
233,opam2nix,timbertson/opam2nix,Generate Nix expressions from opam packages.,programming-languages,https://github.com/timbertson/opam2nix,https://github.com/timbertson/opam2nix,MIT,2015-08-06 10:42:08,2025-01-29 21:52:55,2025-01-29 05:58:48,370.0,,26.0,10.0,29.0,17.0,45.0,92,11,True,3,,,,,,,11.0,,,,,,
234,nixpkgs-firefox-darwin,bandithedoge/nixpkgs-firefox-darwin,Automatically updated Firefox binary packages for macOS.,overlays,https://github.com/bandithedoge/nixpkgs-firefox-darwin,https://github.com/bandithedoge/nixpkgs-firefox-darwin,MIT,2021-12-12 17:28:12,2026-01-11 01:18:25,2026-01-11 01:18:24,1017.0,84.0,8.0,2.0,11.0,3.0,6.0,73,11,True,3,,,,,,,10.0,,,,,,
235,nix-security-tracker,Nix-Security-WG/nix-security-tracker,Web service for managing information on vulnerabilities in software distributed through Nixpkgs.,security,https://github.com/NixOS/nix-security-tracker,https://github.com/NixOS/nix-security-tracker,,2023-08-31 16:49:45,2026-01-10 15:02:03,2026-01-10 14:57:12,633.0,90.0,14.0,9.0,422.0,105.0,132.0,69,11,True,2,,,,,,,18.0,,,,NixOS/nix-security-tracker,,
236,zellij-nix,a-kenji/zellij-nix,Zellij Nix Environment.,development,https://github.com/a-kenji/zellij-nix,https://github.com/a-kenji/zellij-nix,MIT,2021-02-23 21:35:40,2026-01-11 07:21:41,2026-01-11 07:21:00,1635.0,53.0,4.0,1.0,781.0,3.0,1.0,53,11,True,3,,,,,,,5.0,,,,,,
237,hydra-cli,nlewo/hydra-cli,A client for the Hydra Nix CI.,command-line-tools,https://github.com/nlewo/hydra-cli,https://github.com/nlewo/hydra-cli,MIT,2019-06-18 12:48:30,2024-07-22 08:10:00,2023-12-19 22:16:49,208.0,,13.0,4.0,61.0,5.0,6.0,48,11,False,2,,2020-11-15 08:04:35,0.3.0,,,2.0,5.0,,,,,,
238,NixNG,nix-community/NixNG,"A GNU/Linux distribution similar to NixOS, defining difference is a focus on containers and lightweightness.",distributions,https://github.com/nix-community/NixNG,https://github.com/nix-community/NixNG,,2021-06-21 05:05:39,2025-12-27 14:00:26,2025-12-27 14:00:26,353.0,10.0,20.0,14.0,53.0,19.0,6.0,429,10,True,3,,,,,,,11.0,,,,,,
239,manix,mlvzk/manix,"Find configuration options and function documentation for Nixpkgs, NixOS, and Home Manager.",command-line-tools,https://github.com/mlvzk/manix,https://github.com/mlvzk/manix,MPL-2.0,2020-08-15 17:14:06,2024-01-28 15:07:18,2021-04-19 23:47:08,82.0,,14.0,14.0,17.0,10.0,7.0,419,10,False,3,,2021-04-19 23:51:39,0.6.3,131.0,2.0,4.0,3.0,,,,,,
240,Nix Package Versions,lazamar/nix-package-versions,Find all versions of a package that were available in a channel and the revision you can download it from.,discovery,https://github.com/lazamar/nix-package-versions,https://github.com/lazamar/nix-package-versions,,2020-02-11 23:23:47,2025-06-19 13:42:50,2025-06-19 13:42:45,318.0,,31.0,6.0,19.0,10.0,29.0,402,10,True,3,,,,,,,12.0,,,,,,
241,static-haskell-nix,nh2/static-haskell-nix,Easily build most Haskell programs into fully static Linux executables.,programming-languages,https://github.com/nh2/static-haskell-nix,https://github.com/nh2/static-haskell-nix,,2018-06-13 01:06:17,2024-06-30 13:23:08,2024-06-15 22:58:11,257.0,,36.0,16.0,57.0,19.0,53.0,401,10,False,3,,2024-06-15 23:02:38,2024-06-16,66.0,0.0,5.0,12.0,,,['haskell'],,,
242,high-quality-nix-content,gytis-ivaskevicius/high-quality-nix-content,GitHub repository containing highest quality Nix/NixOS content.,theming,https://github.com/gytis-ivaskevicius/high-quality-nix-content,https://github.com/gytis-ivaskevicius/high-quality-nix-content,MIT,2021-05-28 18:31:02,2025-06-25 11:51:02,2025-06-25 11:51:02,86.0,,24.0,13.0,25.0,2.0,3.0,347,10,True,3,,,,,,,18.0,,,,,,
243,nix-melt,nix-community/nix-melt,A ranger-like flake.,command-line-tools,https://github.com/nix-community/nix-melt,https://github.com/nix-community/nix-melt,MPL-2.0,2023-04-25 22:20:20,2024-12-13 23:10:06,2024-09-16 15:27:16,347.0,,2.0,2.0,221.0,2.0,3.0,289,10,False,3,,2024-09-16 15:29:34,0.1.3,320.0,9.0,4.0,3.0,1.0,1.0,,,,
244,Nixinate,MatthewCroughan/nixinate,A Nix flake library to provide app outputs for managing existing NixOS hosts over SSH.,deployment-tools,https://github.com/MatthewCroughan/nixinate,https://github.com/MatthewCroughan/nixinate,MIT,2022-01-03 09:39:11,2025-03-23 13:46:49,2025-03-23 13:46:47,59.0,,35.0,11.0,29.0,15.0,15.0,283,10,True,3,,,,,,,7.0,,,,,,
245,appvm,jollheef/appvm,Nix-based app VMs.,virtualisation,https://github.com/jollheef/appvm,https://github.com/jollheef/appvm,GPL-3.0,2018-06-30 22:15:18,2025-04-21 17:49:19,2025-04-21 17:49:02,234.0,,19.0,12.0,12.0,8.0,11.0,273,10,True,3,,2025-04-21 17:52:13,0.6,,,4.0,5.0,,,,,,
246,schizofox,schizofox/schizofox,Hardened Firefox flake for the delusional and the schizophrenics.,security,https://github.com/schizofox/schizofox,https://github.com/schizofox/schizofox,,2023-08-23 18:59:04,2026-01-01 19:33:30,2026-01-01 19:33:30,300.0,7.0,19.0,4.0,98.0,14.0,26.0,269,10,True,3,,,,,,,17.0,,,,,,
