,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,dependent_project_count,github_dependent_project_count,updated_github_id,trending,gitlab_id,gitlab_url
11,patchelf,NixOS/patchelf,A small utility to modify the dynamic linker and RPATH of ELF executables.,command-line-tools,https://github.com/NixOS/patchelf,https://github.com/NixOS/patchelf,GPL-3.0,2011-12-06 21:27:51,2025-12-15 01:02:35,2025-11-11 16:03:03,981.0,,509.0,74.0,342.0,114.0,175.0,4191,23,True,1,2025-08-13 03:38:12,0.15.5,10436606.0,153479.0,32.0,99.0,,,,,,
12,nixos-hardware,NixOS/nixos-hardware,A collection of NixOS modules covering hardware quirks.,nixos-modules,https://github.com/NixOS/nixos-hardware,https://github.com/NixOS/nixos-hardware,CC0-1.0,2016-02-08 10:50:14,2026-04-23 22:53:46,2026-04-23 22:38:56,2717.0,134.0,897.0,59.0,1414.0,186.0,239.0,3057,23,True,1,2021-05-29 08:24:13,mnt-reform2-nitrogen8m-v1,1666.0,28.0,2.0,540.0,,,,,,
13,NUR,nix-community/NUR,Nix User Repositories.,overlays,https://github.com/nix-community/NUR,https://github.com/nix-community/NUR,MIT,2018-02-28 18:49:50,2026-04-26 22:42:00,2026-04-26 22:38:35,42240.0,3522.0,491.0,15.0,994.0,31.0,102.0,1825,23,True,1,,,,,,611.0,,,,,,
14,nixfmt,NixOS/nixfmt,"A formatter for Nix code, intended to easily apply a uniform style.",command-line-tools,https://github.com/NixOS/nixfmt,https://github.com/NixOS/nixfmt,MPL-2.0,2018-08-02 12:33:51,2026-04-14 18:25:40,2026-04-14 18:25:38,644.0,17.0,71.0,28.0,187.0,25.0,171.0,1492,23,True,1,2026-01-09 09:50:43,1.2.0,15285.0,188.0,10.0,42.0,,,,,,
15,nvf,notashelf/nvf,"Highly modular, configurable, extensible and easy to use Neovim configuration in Nix.",editors-and-ides,https://github.com/NotAShelf/nvf,https://github.com/NotAShelf/nvf,MIT,2023-02-01 17:13:58,2026-04-26 08:12:13,2026-04-25 20:56:01,3301.0,411.0,216.0,6.0,961.0,88.0,356.0,1473,23,True,1,2025-12-12 12:21:36,0.8,,,7.0,146.0,,,,,,
16,crate2nix,nix-community/crate2nix,rebuild only changed crates in CI with crate2nix and nix.,programming-languages,https://github.com/nix-community/crate2nix,https://github.com/nix-community/crate2nix,Apache-2.0,2019-03-24 22:00:59,2026-04-22 22:50:11,2026-03-24 16:25:03,1452.0,58.0,111.0,9.0,248.0,100.0,120.0,491,23,True,1,2026-01-28 19:11:01,0.15.0,,,19.0,59.0,51.0,51.0,,,,
17,update-flake-lock,DeterminateSystems/update-flake-lock,This is a GitHub Action that updates the flake.lock file for your Nix flake whenever it is run.,github-actions,https://github.com/DeterminateSystems/update-flake-lock,https://github.com/DeterminateSystems/update-flake-lock,MIT,2021-10-18 18:39:57,2026-04-26 00:09:50,2026-04-15 17:05:14,356.0,44.0,42.0,5.0,212.0,27.0,30.0,388,23,True,2,2025-11-26 21:23:21,28,,,28.0,29.0,3581.0,3581.0,,,,
18,flox,flox/flox,"Manage and share development environments, package projects, and publish artifacts anywhere.",development,https://github.com/flox/flox,https://github.com/flox/flox,GPL-2.0,2022-12-22 15:52:43,2026-04-24 08:39:29,2026-04-17 20:04:21,4970.0,494.0,122.0,20.0,2469.0,367.0,1330.0,3927,22,True,1,2026-04-17 22:55:33,1.11.4,20.0,0.0,67.0,59.0,,,,,,
19,nix-direnv,nix-community/nix-direnv,A fast loader and flake-compliant configuration for the direnv environment auto-loader.,development,https://github.com/nix-community/nix-direnv,https://github.com/nix-community/nix-direnv,MIT,2019-09-27 07:43:47,2026-04-26 03:10:24,2026-04-26 03:06:29,1171.0,77.0,142.0,15.0,498.0,7.0,219.0,2628,22,True,1,2026-02-08 20:52:15,3.1.0,,,39.0,85.0,,,,,,
20,alejandra,kamadorueda/alejandra,An opinionated Nix code formatter optimized for speed and consistency.,command-line-tools,https://github.com/kamadorueda/alejandra,https://github.com/kamadorueda/alejandra,Unlicense,2022-01-26 22:52:25,2026-04-25 20:35:32,2026-04-25 20:33:50,578.0,13.0,54.0,6.0,328.0,61.0,100.0,1333,22,True,1,2025-04-10 22:34:11,4.0.0,38740.0,774.0,19.0,29.0,11.0,11.0,,,,
21,Athena,Athena-OS/athena,Arch/Nix-based distro focused on Cybersecurity.,distributions,https://github.com/Athena-OS/athena,https://github.com/Athena-OS/athena,MIT,2022-06-14 21:39:15,2026-04-19 21:24:23,2026-04-19 21:24:19,872.0,261.0,103.0,29.0,177.0,10.0,143.0,1204,22,True,1,2026-03-30 18:03:23,26.03,16935.0,368.0,15.0,10.0,,,,,,
22,nix-darwin,nix-darwin/nix-darwin,Manage macOS configuration just like on NixOS.,nixos-modules,https://github.com/nix-darwin/nix-darwin,https://github.com/nix-darwin/nix-darwin,MIT,2016-10-16 14:26:46,2026-04-01 10:54:34,2026-04-01 09:53:30,2346.0,33.0,604.0,29.0,931.0,297.0,526.0,5354,21,True,1,,,,,,280.0,,,,,,
23,nix.dev,NixOS/nix.dev,Official documentation for getting things done with Nix.,learning,https://github.com/NixOS/nix.dev,https://github.com/NixOS/nix.dev,CC-BY-SA-4.0,2016-05-04 10:32:21,2026-04-16 03:49:13,2026-04-12 03:54:59,1942.0,16.0,318.0,41.0,892.0,131.0,193.0,3740,21,True,1,,,,,,196.0,,,,,,
24,NixVim,nix-community/nixvim,A NeoVim distribution built with Nix modules and Nixpkgs.,editors-and-ides,https://github.com/nix-community/nixvim,https://github.com/nix-community/nixvim,MIT,2020-12-30 01:08:04,2026-04-26 20:49:16,2026-04-26 20:45:45,4468.0,110.0,376.0,12.0,3105.0,137.0,805.0,2765,21,True,1,,,,,,284.0,,,,,,
25,Stylix,nix-community/stylix,System-wide colorscheming and typography for NixOS.,theming,https://github.com/nix-community/stylix,https://github.com/nix-community/stylix,MIT,2020-12-21 15:50:00,2026-04-22 21:47:10,2026-04-22 21:38:52,1399.0,56.0,321.0,13.0,1508.0,202.0,463.0,2237,21,True,1,,,,,,195.0,,,,,,
26,nixos-apple-silicon,nix-community/nixos-apple-silicon,Resources to install NixOS bare metal on Apple Silicon Macs.,installation-media,https://github.com/nix-community/nixos-apple-silicon,https://github.com/nix-community/nixos-apple-silicon,MIT,2021-12-14 00:25:40,2026-04-26 20:43:25,2026-04-24 19:56:49,736.0,38.0,141.0,35.0,200.0,19.0,225.0,1486,21,True,1,2025-11-20 01:51:21,release-2025-11-18,4922.0,100.0,86.0,48.0,,,,,,
27,crane,ipetkov/crane,A Nix library for building Cargo projects with incremental artifact caching.,programming-languages,https://github.com/ipetkov/crane,https://github.com/ipetkov/crane,MIT,2022-01-16 04:23:52,2026-04-26 22:33:29,2026-04-26 22:32:58,851.0,48.0,131.0,7.0,550.0,29.0,283.0,1348,21,True,1,2026-04-17 03:06:54,0.23.3,,,61.0,73.0,,,,,,
28,nix-index-database,nix-community/nix-index-database,Weekly updated nix-index database.,command-line-tools,https://github.com/nix-community/nix-index-database,https://github.com/nix-community/nix-index-database,MIT,2020-12-09 08:37:01,2026-04-26 05:27:58,2026-04-26 05:27:57,588.0,30.0,47.0,3.0,135.0,4.0,42.0,556,21,True,1,2026-03-29 05:19:54,2026-03-29-050203,563696.0,22547.0,100.0,39.0,,,,,,
29,nix-installer-action,DeterminateSystems/nix-installer-action,"The fast, friendly, and reliable GitHub Action to install Nix with Flakes.",github-actions,https://github.com/DeterminateSystems/nix-installer-action,https://github.com/DeterminateSystems/nix-installer-action,LGPL-2.1,2023-01-13 18:03:12,2026-04-23 06:41:58,2026-04-15 17:05:38,381.0,24.0,27.0,3.0,204.0,17.0,27.0,232,21,True,2,2026-03-29 17:42:38,22,,,22.0,16.0,8551.0,8551.0,,,,
30,nixos-anywhere,nix-community/nixos-anywhere,Install NixOS everywhere via SSH.,installation-media,https://github.com/nix-community/nixos-anywhere,https://github.com/nix-community/nixos-anywhere,MIT,2022-11-09 12:36:38,2026-04-26 04:03:35,2026-02-01 14:29:00,880.0,12.0,200.0,18.0,415.0,75.0,144.0,3069,20,True,2,2025-11-13 15:01:46,1.13.0,,,16.0,80.0,,,,,,
31,microvm,astro/microvm.nix,NixOS-based MicroVMs.,virtualisation,https://github.com/microvm-nix/microvm.nix,https://github.com/microvm-nix/microvm.nix,MIT,2021-06-24 00:35:04,2026-04-16 11:58:59,2026-04-16 11:58:59,1106.0,58.0,189.0,18.0,282.0,48.0,180.0,2515,20,True,1,,,,,,101.0,,,microvm-nix/microvm.nix,,,
32,ryan4yin/nix-config,ryan4yin/nix-config,Nix config for both desktops(NixOS+macOS) and homelab servers(NixOS).,nix-configurations,https://github.com/ryan4yin/nix-config,https://github.com/ryan4yin/nix-config,MIT,2023-04-22 17:29:16,2026-04-26 18:33:53,2026-04-26 18:33:51,2100.0,116.0,99.0,11.0,192.0,,65.0,1898,20,True,1,2026-01-05 05:30:48,0.15.0,,,33.0,15.0,,,,,,
33,comma,nix-community/comma,Quickly run any binary; wraps together `nix run` and `nix-index`.,command-line-tools,https://github.com/nix-community/comma,https://github.com/nix-community/comma,MIT,2020-04-28 22:00:21,2026-03-26 11:23:50,2026-03-26 11:23:50,220.0,11.0,62.0,42.0,73.0,6.0,38.0,1636,20,True,1,2026-03-17 15:00:57,2.4.0,,,24.0,29.0,,,,,,
34,lanzaboote,nix-community/lanzaboote,Secure Boot for NixOS.,nixos-modules,https://github.com/nix-community/lanzaboote,https://github.com/nix-community/lanzaboote,GPL-3.0,2022-11-21 11:10:07,2026-04-21 18:51:52,2026-04-21 18:50:59,1017.0,77.0,99.0,17.0,410.0,26.0,155.0,1634,20,True,2,2025-12-10 16:06:43,1.0.0,,,8.0,49.0,,,,,,
35,nix-init,nix-community/nix-init,"Generate Nix packages from URLs with hash prefetching, dependency inference, license detection, and more.",command-line-tools,https://github.com/nix-community/nix-init,https://github.com/nix-community/nix-init,MPL-2.0,2023-01-18 19:45:48,2026-04-26 16:12:24,2026-04-26 16:12:22,1323.0,174.0,40.0,4.0,715.0,21.0,45.0,1377,20,True,1,2026-03-11 02:25:42,0.3.4,,,12.0,14.0,1.0,1.0,,-1.0,,
36,nixd,nix-community/nixd,"Nix language server, based on Nix libraries.",development,https://github.com/nix-community/nixd,https://github.com/nix-community/nixd,LGPL-3.0,2023-05-10 08:41:17,2026-04-25 13:51:04,2026-04-25 13:50:26,1383.0,22.0,63.0,8.0,519.0,66.0,227.0,1374,20,True,1,2026-02-07 17:46:48,2.9.0,,,32.0,53.0,,,,,,
37,mobile-nixos,mobile-nixos/mobile-nixos,NixOS for mobile devices like phones.,distributions,https://github.com/mobile-nixos/mobile-nixos,https://github.com/mobile-nixos/mobile-nixos,MIT,2018-06-10 01:00:58,2026-02-28 14:45:54,2026-02-28 14:45:54,3170.0,28.0,217.0,48.0,557.0,145.0,167.0,1277,20,True,1,,,,,,52.0,,,,,,
38,poetry2nix,nix-community/poetry2nix,Build Python packages directly from Poetrys `poetry.lock` files.,programming-languages,https://github.com/nix-community/poetry2nix,https://github.com/nix-community/poetry2nix,MIT,2019-06-17 15:26:38,2026-04-26 22:11:46,2025-04-03 14:27:04,3486.0,,446.0,7.0,1416.0,170.0,324.0,938,20,True,1,2025-03-19 15:29:55,2025.3.1955794,,,100.0,334.0,,,,,,
39,hnix,haskell-nix/hnix,A Haskell re-implementation of the Nix expression language.,programming-languages,https://github.com/haskell-nix/hnix,https://github.com/haskell-nix/hnix,BSD-3-Clause,2014-06-28 23:30:50,2026-03-17 06:37:57,2026-03-17 06:36:57,3693.0,10.0,116.0,30.0,593.0,132.0,368.0,837,20,True,1,2023-11-20 21:43:20,0.17.0,,,26.0,64.0,,,,,,
40,nix-bitcoin,fort-nix/nix-bitcoin,Modules and packages for Bitcoin nodes with higher-layer protocols with an emphasis on security.,nixos-modules,https://github.com/fort-nix/nix-bitcoin,https://github.com/fort-nix/nix-bitcoin,MIT,2018-12-06 16:06:42,2026-02-12 06:39:53,2026-02-12 06:39:46,2196.0,6.0,125.0,20.0,607.0,38.0,178.0,605,20,True,2,2026-01-06 17:50:51,0.0.135,8547.0,137.0,100.0,31.0,,,,,,
41,nixpkgs-review,Mic92/nixpkgs-review,The best tool to verify that a pull-request in Nixpkgs is building properly.,development,https://github.com/Mic92/nixpkgs-review,https://github.com/Mic92/nixpkgs-review,MIT,2018-03-17 13:30:00,2026-04-25 09:45:35,2026-04-25 09:45:34,1047.0,96.0,97.0,10.0,415.0,57.0,156.0,595,20,True,1,2026-02-08 13:42:47,3.7.0,,,42.0,79.0,,,,,,
42,magic-nix-cache-action,DeterminateSystems/magic-nix-cache-action,"Save 30-50%+ of CI time without any effort or cost. Use Magic Nix Cache, a totally free and zero-configuration binary..",github-actions,https://github.com/DeterminateSystems/magic-nix-cache-action,https://github.com/DeterminateSystems/magic-nix-cache-action,MIT,2023-06-23 16:48:28,2026-04-23 06:24:52,2026-04-15 17:04:19,315.0,11.0,35.0,6.0,152.0,25.0,13.0,529,20,True,3,2025-07-15 02:38:56,13,,,13.0,14.0,5948.0,5948.0,,,,
43,nixpkgs-vet,NixOS/nixpkgs-vet,"Tool to vet (check) Nixpkgs, including its pkgs/by-name directory.",command-line-tools,https://github.com/NixOS/nixpkgs-vet,https://github.com/NixOS/nixpkgs-vet,MIT,2024-03-16 08:35:08,2026-04-20 21:04:13,2026-04-20 21:04:12,598.0,58.0,18.0,11.0,179.0,33.0,24.0,69,20,True,1,2026-04-05 01:16:55,0.3.0,1163835.0,46553.0,7.0,15.0,,,,,,
44,nh,nix-community/nh,"Better output for `nix`, `nixos-rebuild`, `home-manager` and nix-darwin CLI leveraging `dix` and `nix-output-monitor`.",command-line-tools,https://github.com/nix-community/nh,https://github.com/nix-community/nh,EUPL-1.2,2022-02-08 19:42:42,2026-04-26 16:41:03,2026-04-26 16:40:32,1121.0,154.0,95.0,6.0,279.0,74.0,257.0,2615,19,True,2,2026-04-26 16:50:43,4.3.2,1.0,1.0,1.0,49.0,,,,1.0,,
45,System Manager,numtide/system-manager,A non-NixOS Linux system configuration tool built on Nix.,overlays,https://github.com/numtide/system-manager,https://github.com/numtide/system-manager,,2023-03-22 16:38:41,2026-04-23 23:08:48,2026-04-23 16:16:32,1010.0,216.0,51.0,19.0,369.0,28.0,66.0,1514,19,True,1,2026-03-12 12:02:51,1.1.0,,,2.0,35.0,,,,,,
46,rust-overlay,oxalica/rust-overlay,Pure and reproducible nix overlay of binary distributed Rust toolchains.,programming-languages,https://github.com/oxalica/rust-overlay,https://github.com/oxalica/rust-overlay,MIT,2021-01-01 12:18:06,2026-04-26 03:15:27,2026-04-26 03:15:02,2155.0,100.0,87.0,9.0,82.0,16.0,159.0,1462,19,True,2,,,,,,25.0,,,,,,
47,nix-index,nix-community/nix-index,Quickly locate Nix packages with specific files.,command-line-tools,https://github.com/nix-community/nix-index,https://github.com/nix-community/nix-index,,2017-02-10 15:50:02,2026-04-26 17:11:08,2026-04-26 17:11:08,336.0,13.0,72.0,7.0,181.0,71.0,54.0,1264,19,True,2,2026-04-26 17:03:49,0.1.10,,,7.0,38.0,28.0,28.0,,2.0,,
48,nixos-shell,Mic92/nixos-shell,Simple headless VM configuration using Nix (similar to Vagrant).,virtualisation,https://github.com/Mic92/nixos-shell,https://github.com/Mic92/nixos-shell,MIT,2018-04-03 21:46:23,2026-04-23 23:58:18,2026-04-23 23:58:16,261.0,46.0,42.0,17.0,96.0,9.0,48.0,870,19,True,2,2026-04-23 23:56:42,2.2.0,,,7.0,26.0,,,,,,
49,KuberNix,saschagrunert/kubernix,Single-dependency Kubernetes clusters via Nix packages.,deployment-tools,https://github.com/saschagrunert/kubernix,https://github.com/saschagrunert/kubernix,Apache-2.0,2019-09-22 16:33:58,2026-04-22 20:57:02,2026-04-03 21:27:44,1066.0,30.0,26.0,9.0,1234.0,1.0,24.0,810,19,True,1,2026-03-30 13:50:41,0.3.1,102.0,1.0,5.0,8.0,51.0,51.0,,,,
50,git-hooks.nix,cachix/git-hooks.nix,Seamless integration of git hooks with Nix.,development,https://github.com/cachix/git-hooks.nix,https://github.com/cachix/git-hooks.nix,Apache-2.0,2019-08-16 13:01:11,2026-04-21 18:33:56,2026-04-21 18:31:38,1206.0,43.0,218.0,5.0,501.0,61.0,143.0,807,19,True,1,,,,,,164.0,,,,,,
51,nix-update,Mic92/nix-update,Update versions/source hashes of nix packages.,development,https://github.com/Mic92/nix-update,https://github.com/Mic92/nix-update,MIT,2020-03-05 11:31:09,2026-04-26 04:53:48,2026-04-26 04:53:47,990.0,59.0,98.0,11.0,450.0,45.0,91.0,769,19,True,1,2025-12-11 21:03:54,1.14.0,,,48.0,76.0,,,,,,
52,catppuccin/nix,catppuccin/nix,Catppuccin for Nix brings the soothing pastel aesthetics of the Catppuccin theme to your NixOS and home-manager..,theming,https://github.com/catppuccin/nix,https://github.com/catppuccin/nix,MIT,2023-03-27 01:56:44,2026-04-24 10:00:58,2026-04-24 10:00:56,637.0,46.0,104.0,5.0,641.0,28.0,209.0,712,19,True,2,2026-01-06 15:38:24,25.11,,,9.0,85.0,,,,,,
53,emacs-overlay,nix-community/emacs-overlay,Bleeding edge Emacs overlay.,overlays,https://github.com/nix-community/emacs-overlay,https://github.com/nix-community/emacs-overlay,,2018-12-28 10:46:06,2026-04-26 17:29:26,2026-04-26 17:29:25,18763.0,577.0,174.0,10.0,225.0,6.0,295.0,615,19,True,1,,,,,,86.0,,,,,,
54,NixOS & Flakes Book,ryan4yin/nixos-and-flakes-book,An unofficial and opinionated NixOS & Flakes book for beginners.,learning,https://github.com/ryan4yin/nixos-and-flakes-book,https://github.com/ryan4yin/nixos-and-flakes-book,CC-BY-SA-4.0,2023-06-23 05:59:01,2026-03-10 06:06:23,2026-03-10 06:06:23,645.0,2.0,142.0,17.0,153.0,3.0,50.0,3107,18,True,1,2026-02-11 05:43:48,0.7.0,2009.0,62.0,43.0,88.0,,,,-1.0,,
55,NixOps,NixOS/nixops,"The official Nix deployment tool, compatible with AWS, Hetzner, and more.",deployment-tools,https://github.com/NixOS/nixops,https://github.com/NixOS/nixops,LGPL-3.0,2011-10-24 15:49:58,2025-12-28 16:45:15,2025-12-28 16:45:15,3603.0,,354.0,54.0,606.0,311.0,539.0,2151,18,True,1,,,,,,159.0,,,,,,
56,digga,divnix/digga,"A Nix flake utility library to structure your home, system, and development configurations.",development,https://github.com/divnix/digga,https://github.com/divnix/digga,MIT,2019-11-12 22:28:16,2024-05-17 10:20:04,2024-05-17 10:19:41,1358.0,,104.0,21.0,248.0,28.0,172.0,1025,18,False,1,2022-04-02 22:16:50,0.11.0,,,4.0,53.0,,,,,,
57,Jovian-NixOS,Jovian-Experiments/Jovian-NixOS,NixOS modules for gaming with Steam Deck compatibility.,nixos-modules,https://github.com/Jovian-Experiments/Jovian-NixOS,https://github.com/Jovian-Experiments/Jovian-NixOS,MIT,2022-03-23 02:29:23,2026-04-25 15:53:11,2026-04-25 15:52:44,1590.0,103.0,81.0,24.0,355.0,47.0,129.0,951,18,True,2,,,,,,23.0,,,,,,
58,comin,nlewo/comin,A deployment tool to continuously pull from Git repositories.,deployment-tools,https://github.com/nlewo/comin,https://github.com/nlewo/comin,MIT,2022-12-10 09:13:26,2026-04-26 06:10:07,2026-04-16 13:20:20,388.0,33.0,46.0,6.0,90.0,26.0,35.0,860,18,True,1,2026-03-24 18:36:58,0.12.0,,,13.0,22.0,,,,,,
59,lorri,nix-community/lorri,A much better `nix-shell` for development that augments direnv.,development,https://github.com/nix-community/lorri,https://github.com/nix-community/lorri,Apache-2.0,2021-01-24 15:10:38,2026-04-23 21:03:06,2026-04-23 21:03:03,1180.0,36.0,26.0,9.0,87.0,25.0,51.0,857,18,True,1,2024-08-16 16:11:14,1.7.1,,,7.0,59.0,,,,,,
60,vulnix,nix-community/vulnix,Vulnerability (CVE) scanner for Nix/NixOS.,security,https://github.com/nix-community/vulnix,https://github.com/nix-community/vulnix,BSD-3-Clause,2016-06-27 08:08:54,2026-04-22 18:14:42,2026-02-17 08:50:04,370.0,5.0,43.0,12.0,87.0,18.0,55.0,754,18,True,1,2026-02-17 09:02:10,1.12.3,,,7.0,27.0,3.0,3.0,,,,
61,nurl,nix-community/nurl,Generate Nix fetcher calls from repository URLs.,command-line-tools,https://github.com/nix-community/nurl,https://github.com/nix-community/nurl,MPL-2.0,2022-12-30 02:06:33,2026-04-26 16:08:56,2026-04-26 16:08:49,882.0,108.0,12.0,2.0,440.0,12.0,12.0,727,18,True,2,2026-02-06 15:24:05,0.4.0,1257.0,31.0,19.0,4.0,16.0,16.0,,,,
62,MCP-NixOS,utensils/mcp-nixos,"An MCP server that provides AI assistants with accurate information about NixOS packages, options, Home Manager, and..",ai-tooling,https://github.com/utensils/mcp-nixos,https://github.com/utensils/mcp-nixos,MIT,2025-03-20 05:05:00,2026-04-25 03:23:01,2026-04-25 03:22:54,434.0,51.0,32.0,6.0,104.0,1.0,41.0,606,18,True,2,2026-04-25 03:23:49,2.4.3,,,16.0,9.0,2.0,2.0,,,,
63,nixpkgs-wayland,nix-community/nixpkgs-wayland,Bleeding-edge Wayland packages.,overlays,https://github.com/nix-community/nixpkgs-wayland,https://github.com/nix-community/nixpkgs-wayland,,2018-10-24 01:30:44,2026-04-26 13:52:36,2026-04-26 13:49:41,11264.0,346.0,45.0,6.0,273.0,50.0,189.0,606,18,True,2,,,,,,34.0,,,,,,
64,lix,lix-project/lix,"A modern, delicious implementation of the Nix package manager, focused on correctness, usability, and growth.",command-line-tools,https://github.com/lix-project/lix,https://github.com/lix-project/lix,LGPL-2.1,2024-02-26 00:52:04,2026-04-24 17:06:14,2026-04-24 15:56:19,19148.0,306.0,15.0,10.0,18.0,,,565,18,True,2,,,,,,704.0,4.0,4.0,,,,
65,NixOS Search,NixOS/nixos-search,Search NixOS packages and options.,discovery,https://github.com/NixOS/nixos-search,https://github.com/NixOS/nixos-search,MIT,2020-03-28 04:16:53,2026-04-26 23:10:52,2026-04-26 21:46:06,631.0,50.0,156.0,10.0,730.0,145.0,329.0,547,18,True,1,,,,,,115.0,,,,,,
66,npins,andir/npins,A simple tool for handling different types of dependencies in a Nix project.,development,https://github.com/andir/npins,https://github.com/andir/npins,EUPL-1.2,2021-07-31 15:30:32,2026-04-24 17:00:19,2026-04-21 13:11:40,382.0,43.0,40.0,12.0,147.0,24.0,54.0,514,18,True,1,2025-12-21 17:49:31,0.4.0,,,7.0,33.0,,,,,,
